manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,age_categories,year,day,month
shot,gun,25.0,M,H,Reno,NV,False,attack,Not fleeing,False,Youth,2017,2,3
shot,knife,37.0,M,H,Paterson,NJ,True,other,Not fleeing,False,Adult,2017,2,3
shot,gun,32.0,M,W,Englewood,CO,True,other,Not fleeing,False,Youth,2017,3,3
shot,toy weapon,25.0,M,N,Lemoore,CA,False,attack,Not fleeing,False,Youth,2017,3,3
shot,undetermined,38.0,M,W,Oklahoma City,OK,False,attack,Car,True,Adult,2017,4,3
shot,gun,50.0,M,W,Fountain Inn,SC,True,attack,Not fleeing,False,Adult,2017,4,3
shot and Tasered,pipe,70.0,M,H,Los Angeles,CA,False,other,Not fleeing,False,Senior Citizen,2017,4,3
shot,metal object,26.0,M,W,Cabazon,CA,False,other,Foot,False,Youth,2017,4,3
shot,unarmed,38.0,M,W,Medina,OH,False,other,Car,False,Adult,2017,7,3
shot and Tasered,sharp object,41.0,M,B,Ladera Heights,CA,True,other,Not fleeing,False,Adult,2017,7,3
shot,gun,72.0,M,W,Union Township,PA,False,attack,Not fleeing,False,Senior Citizen,2017,8,3
shot,knife,35.0,M,W,Riverside,CA,False,other,Not fleeing,False,Adult,2017,8,3
shot,gun,25.0,M,W,Charlotte,NC,True,other,Not fleeing,False,Youth,2017,8,3
shot and Tasered,knife,24.0,M,H,Santa Clara,CA,True,other,Not fleeing,False,Youth,2017,9,3
shot,baseball bat and bottle,29.0,M,W,Huntington Beach,CA,True,other,Not fleeing,False,Youth,2017,9,3
shot,gun,40.0,M,W,Escondido,CA,True,attack,Not fleeing,False,Adult,2017,10,3
shot,gun,51.0,M,W,Midlothian,TX,False,attack,Not fleeing,False,Senior Citizen,2017,11,3
shot,gun,30.0,M,B,East Baton Rouge,LA,False,attack,Not fleeing,False,Youth,2017,11,3
shot and Tasered,knife,33.0,M,H,Orange,CA,True,other,Not fleeing,False,Youth,2017,12,3
shot,knife,28.0,M,H,Bellingham,WA,False,attack,Foot,True,Youth,2017,12,3
shot,undetermined,23.0,M,B,Euclid,OH,False,other,Not fleeing,True,Youth,2017,13,3
shot,knife,23.0,M,W,Napa,CA,True,other,Not fleeing,False,Youth,2017,13,3
shot,undetermined,20.0,M,B,Woodlawn,MD,False,other,Other,True,Teenage,2017,13,3
shot,unarmed,56.0,M,W,Toms River,NJ,True,attack,Not fleeing,False,Senior Citizen,2017,14,3
shot,undetermined,36.0,M,W,Fife,WA,False,attack,Not fleeing,False,Adult,2017,14,3
shot,gun,18.0,M,W,Westminster,CO,False,attack,Not fleeing,False,Teenage,2017,14,3
shot,gun,43.0,M,W,Panama City Beach,FL,False,attack,Not fleeing,False,Adult,2017,14,3
shot,unarmed,16.0,F,H,Hayward,CA,False,other,Not fleeing,False,Teenage,2017,14,3
shot,gun,29.0,M,B,St. Paul,MN,False,other,Not fleeing,False,Youth,2017,15,3
shot,undetermined,25.0,M,W,Phoenix,AZ,False,other,Car,False,Youth,2017,15,3
shot,gun,34.0,M,B,Warren,MI,False,attack,Not fleeing,False,Youth,2017,16,3
shot,gun,32.0,M,B,Milwaukee,WI,False,other,Not fleeing,True,Youth,2017,16,3
shot and Tasered,gun,32.0,M,B,Fayetteville,NC,False,attack,Not fleeing,False,Youth,2017,16,3
shot,gun,58.0,M,W,Deltona,FL,True,attack,Not fleeing,False,Senior Citizen,2017,16,3
shot,undetermined,36.0,M,B,Alamo,TN,True,attack,Not fleeing,True,Adult,2017,16,3
shot,knife,25.0,M,W,Presque Isle,ME,False,other,Not fleeing,False,Youth,2017,17,3
shot,toy weapon,59.0,F,W,Lakeland,TN,True,attack,Not fleeing,False,Senior Citizen,2017,17,3
shot and Tasered,knife,25.0,M,B,Chico,CA,True,other,Not fleeing,False,Youth,2017,17,3
shot,gun,25.0,M,W,Wichita,KS,False,attack,Not fleeing,False,Youth,2017,18,3
shot,gun,42.0,M,W,Boise,ID,False,attack,Not fleeing,False,Adult,2017,18,3
shot,undetermined,36.0,M,W,Cedartown,GA,False,other,Car,False,Adult,2017,18,3
shot,gun,59.0,M,W,Affton,MO,False,attack,Other,False,Senior Citizen,2017,19,3
shot,unarmed,21.0,F,B,Gifford,FL,False,other,Not fleeing,False,Teenage,2017,19,3
shot,gun,19.0,M,W,Cape Canaveral,FL,False,attack,Foot,False,Teenage,2017,19,3
shot,gun,45.0,M,H,DeLand,FL,True,other,Car,False,Adult,2017,19,3
shot,knife,35.0,M,W,Desert Hot Springs,CA,False,attack,Not fleeing,False,Adult,2017,19,3
shot,knife,42.0,M,W,Booneville,KY,False,other,Not fleeing,False,Adult,2017,22,3
shot,gun,27.0,M,B,Crowley,LA,False,attack,Not fleeing,False,Youth,2017,22,3
shot,gun,45.0,M,A,Weston,WI,False,attack,Not fleeing,False,Adult,2017,22,3
shot,machete,51.0,M,B,Des Moines,WA,True,other,Not fleeing,False,Senior Citizen,2017,23,3
shot,knife,42.0,M,B,Sheridan,AR,False,attack,Car,False,Adult,2017,23,3
shot,knife,24.0,M,H,Phoenix,AZ,False,attack,Not fleeing,False,Youth,2017,23,3
shot,knife,39.0,M,B,Baltimore,MD,True,other,Not fleeing,True,Adult,2017,24,3
shot,gun,18.0,M,W,Cottonwood,CA,False,attack,Not fleeing,False,Teenage,2017,24,3
shot,gun,26.0,M,H,Cisco,TX,False,other,Foot,False,Youth,2017,24,3
shot,gun,35.0,M,H,Los Angeles,CA,False,other,Foot,False,Adult,2017,25,3
shot,gun,53.0,M,W,Anderson,CA,False,attack,Not fleeing,False,Senior Citizen,2017,26,3
shot,unarmed,56.0,M,W,Delray Beach,FL,True,attack,Not fleeing,False,Senior Citizen,2017,26,3
shot,gun,54.0,M,W,Little Rock,AR,False,attack,Foot,False,Senior Citizen,2017,26,3
shot,gun,36.0,M,W,Wasilla,AK,False,attack,Other,False,Adult,2017,26,3
shot,gun,51.0,M,W,Lewisburg,TN,False,attack,Not fleeing,False,Senior Citizen,2017,27,3
shot,gun,45.0,M,W,Columbus,MS,False,attack,Car,False,Adult,2017,27,3
shot,knife,28.0,M,W,Montgomery Village,MD,False,other,Not fleeing,True,Youth,2017,27,3
shot,gun,36.0,M,W,Lafayette,IN,False,attack,Car,False,Adult,2017,28,3
shot,gun,72.0,M,W,Manistee,MI,False,attack,Not fleeing,False,Senior Citizen,2017,28,3
shot,gun,26.0,M,W,Chattanooga,TN,False,other,Not fleeing,False,Youth,2017,29,3
shot,gun,41.0,M,W,Stockton,IL,False,attack,Car,False,Adult,2017,29,3
shot,gun,59.0,M,W,Byars,OK,False,attack,Car,False,Senior Citizen,2017,29,3
shot,undetermined,28.0,M,B,New Castle,DE,False,other,Car,False,Youth,2017,29,3
shot,gun,45.0,M,W,Lawrenceburg,KY,False,attack,Not fleeing,False,Adult,2017,29,3
shot,undetermined,27.0,M,W,Whitewright,TX,False,other,Car,False,Youth,2017,29,3
shot,undetermined,46.0,M,W,Cranbury Township,NJ,False,other,Car,False,Adult,2017,30,3
shot,gun,34.0,M,B,Cantonment,FL,False,attack,Foot,False,Youth,2017,1,4
shot,knife,30.0,M,A,New Iberia,LA,False,other,Not fleeing,False,Youth,2017,1,4
shot and Tasered,gun,46.0,M,H,Pendleton,SC,True,other,Not fleeing,True,Adult,2017,3,4
shot,unarmed,47.0,M,H,Bakersfield,CA,False,other,Foot,False,Adult,2017,4,4
shot,undetermined,32.0,M,H,Houston,TX,False,attack,Car,False,Youth,2017,4,4
shot,gun,65.0,M,W,Napa,CA,False,attack,Car,False,Senior Citizen,2017,4,4
shot,gun,19.0,M,H,Goshen,IN,False,attack,Car,False,Teenage,2017,5,4
shot,undetermined,22.0,M,W,Little Rock,AR,False,other,Not fleeing,False,Youth,2017,5,4
shot,toy weapon,39.0,M,B,Westerville,OH,True,attack,Not fleeing,False,Adult,2017,6,4
shot,gun,38.0,M,W,Madison Township,OH,True,attack,Not fleeing,False,Adult,2017,6,4
shot,gun,68.0,M,W,Bradenton,FL,False,attack,Not fleeing,False,Senior Citizen,2017,6,4
shot,gun,49.0,M,B,Largo,FL,False,attack,Not fleeing,False,Adult,2017,6,4
shot,gun,37.0,M,B,Newark,NJ,False,attack,Not fleeing,False,Adult,2017,6,4
shot,gun,33.0,M,A,Kyle,SD,False,attack,Car,False,Youth,2017,7,4
shot,knife,25.0,M,W,Eau Claire,WI,False,other,Not fleeing,False,Youth,2017,8,4
shot,knife,36.0,M,H,Santa Paula,CA,False,attack,Not fleeing,False,Adult,2017,9,4
shot,gun,36.0,M,W,Ontario,CA,False,other,Not fleeing,False,Adult,2017,9,4
shot,gun,30.0,M,W,Cleveland,OH,False,other,Not fleeing,False,Youth,2017,10,4
shot,gun,39.0,M,B,Houston,TX,False,other,Foot,True,Adult,2017,10,4
shot,gun,28.0,M,B,Los Angeles,CA,False,other,Not fleeing,False,Youth,2017,12,4
shot,undetermined,28.0,M,W,Avondale,AZ,False,other,Not fleeing,False,Youth,2017,13,4
shot,gun,25.0,M,W,Udall,KS,False,attack,Car,False,Youth,2017,13,4
shot,gun,57.0,M,W,Suffield,CT,False,other,Not fleeing,False,Senior Citizen,2017,13,4
shot,gun,33.0,M,W,Spanaway,WA,True,other,Car,False,Youth,2017,14,4
shot,knife,24.0,M,N,Mandan,ND,False,other,Not fleeing,False,Youth,2017,14,4
shot,gun,35.0,M,W,Paterson,NJ,True,attack,Not fleeing,False,Adult,2017,14,4
shot,gun,33.0,M,B,West Memphis,AR,False,attack,Not fleeing,False,Youth,2017,15,4
shot,knife,56.0,M,W,Newport Beach,CA,False,other,Not fleeing,False,Senior Citizen,2017,15,4
shot,gun,56.0,M,W,Colebrook Township,OH,True,attack,Not fleeing,False,Senior Citizen,2017,15,4
shot,unarmed,16.0,M,H,Fresno,CA,False,other,Foot,True,Teenage,2017,15,4
shot,gun,47.0,M,W,Vadnais Heights,MN,False,other,Not fleeing,False,Adult,2017,16,4
shot,undetermined,33.0,M,W,Clarksville,TN,False,other,Car,False,Youth,2017,17,4
shot,undetermined,32.0,M,W,Brandywine,WV,False,attack,Car,False,Youth,2017,18,4
shot,gun,21.0,M,B,Wilmington,DE,False,attack,Other,True,Teenage,2017,19,4
shot,gun,64.0,M,W,Logan County,OK,True,attack,Not fleeing,False,Senior Citizen,2017,20,4
shot,gun,19.0,M,B,Seattle,WA,False,attack,Not fleeing,False,Teenage,2017,20,4
shot and Tasered,knife,55.0,M,H,San Antonio,TX,False,other,Not fleeing,False,Senior Citizen,2017,20,4
shot,gun,26.0,M,H,Hardeeville,SC,False,attack,Not fleeing,False,Youth,2017,20,4
shot,undetermined,25.0,M,H,Glendale,AZ,False,other,Car,False,Youth,2017,20,4
shot,unarmed,17.0,F,W,Glendale,AZ,False,other,Car,False,Teenage,2017,20,4
shot,gun,25.0,M,W,West Linn,OR,True,other,Not fleeing,False,Youth,2017,21,4
shot,hatchet and gun,43.0,M,A,Yuba City,CA,False,attack,Foot,False,Adult,2017,22,4
shot,undetermined,39.0,M,B,Portage,IN,True,other,Not fleeing,False,Adult,2017,22,4
shot,knife,24.0,M,W,Hamilton,OH,True,other,Not fleeing,False,Youth,2017,22,4
shot,gun,70.0,M,W,Prescott,AZ,False,attack,Not fleeing,False,Senior Citizen,2017,23,4
shot,gun,15.0,M,B,Killeen,TX,False,attack,Not fleeing,False,Teenage,2017,24,4
shot,gun,72.0,M,W,Stewartstown,PA,True,attack,Not fleeing,False,Senior Citizen,2017,24,4
shot,gun,16.0,M,B,Houston,TX,False,other,Foot,True,Teenage,2017,24,4
shot,unarmed,35.0,M,W,Wolf Creek,OR,False,attack,Not fleeing,False,Adult,2017,24,4
shot,gun,23.0,M,B,Newark,NJ,False,other,Car,False,Youth,2017,25,4
shot,gun,53.0,M,H,Fort Worth,TX,True,attack,Not fleeing,True,Senior Citizen,2017,25,4
shot,undetermined,20.0,M,H,Bellflower,CA,False,other,Car,False,Teenage,2017,25,4
shot and Tasered,knife,27.0,M,B,Lizella,GA,False,other,Not fleeing,False,Youth,2017,25,4
shot and Tasered,Taser,57.0,M,B,Jacksonville,FL,False,other,Not fleeing,False,Senior Citizen,2017,26,4
shot,gun,53.0,M,W,Lewistown,PA,True,other,Not fleeing,False,Senior Citizen,2017,26,4
shot,undetermined,32.0,M,W,Columbus,OH,False,other,Car,False,Youth,2017,26,4
shot,gun,26.0,M,B,Middletown,DE,False,attack,Not fleeing,False,Youth,2017,27,4
shot,gun,53.0,M,W,Rapid City,SD,True,attack,Not fleeing,False,Senior Citizen,2017,27,4
shot,gun,32.0,M,B,Atlanta,GA,False,attack,Not fleeing,False,Youth,2017,28,4
shot,gun,25.0,M,H,San Mateo,CA,False,attack,Not fleeing,False,Youth,2017,28,4
shot,unarmed,15.0,M,B,Balch Springs,TX,False,undetermined,Not fleeing,True,Teenage,2017,29,4
shot,crossbow,59.0,M,W,Papaaloa,HI,False,other,Not fleeing,False,Senior Citizen,2017,29,4
shot,gun,35.0,M,B,Newport News,VA,False,attack,Not fleeing,False,Adult,2017,29,4
shot,undetermined,33.0,M,H,Eldorado,NM,False,attack,Not fleeing,True,Youth,2017,29,4
shot,gun,32.0,M,W,Tom,OK,True,attack,Not fleeing,False,Youth,2017,30,4
shot,gun,49.0,M,W,University City,CA,False,attack,Not fleeing,False,Adult,2017,30,4
shot,gun,46.0,M,B,Detroit,MI,False,attack,Not fleeing,False,Adult,2017,30,4
shot,gun,25.0,M,W,Conroe,TX,False,attack,Not fleeing,False,Youth,2017,1,5
shot and Tasered,knife,48.0,M,B,Irving,TX,False,attack,Not fleeing,False,Adult,2017,2,5
shot,gun,20.0,M,H,Austin,TX,True,other,Not fleeing,False,Teenage,2017,2,5
shot,knife,35.0,M,W,San Jose,CA,True,attack,Not fleeing,False,Adult,2017,3,5
shot,gun,24.0,M,W,San Jose,CA,True,attack,Not fleeing,False,Youth,2017,3,5
shot,gun,18.0,M,B,Grand Rapids,MI,False,attack,Not fleeing,True,Teenage,2017,3,5
shot,gun,67.0,M,W,Peachtree City,GA,True,attack,Not fleeing,False,Senior Citizen,2017,3,5
shot,knife,26.0,M,W,San Francisco,CA,False,attack,Not fleeing,True,Youth,2017,3,5
shot,gun,54.0,F,H,Katy,TX,True,other,Not fleeing,False,Senior Citizen,2017,4,5
shot,toy weapon,15.0,M,W,San Diego,CA,True,attack,Not fleeing,True,Teenage,2017,6,5
shot,ax,62.0,M,W,Las Vegas,NV,True,other,Not fleeing,False,Senior Citizen,2017,7,5
shot,gun,24.0,M,B,Austin,TX,False,attack,Foot,False,Youth,2017,7,5
shot,undetermined,27.0,M,B,Phenix City,AL,False,undetermined,Other,True,Youth,2017,7,5
shot,gun,26.0,M,H,Buffalo,NY,False,attack,Foot,False,Youth,2017,7,5
shot,rock,32.0,M,B,Rancho Cordova,CA,True,attack,Foot,False,Youth,2017,8,5
shot,gun,29.0,M,W,Los Angeles,CA,False,attack,Not fleeing,False,Youth,2017,8,5
shot,undetermined,16.0,M,H,Bridgeport,CT,False,undetermined,Car,False,Teenage,2017,9,5
shot,gun,25.0,M,B,Jacksonville,FL,True,attack,Not fleeing,False,Youth,2017,9,5
shot,gun,40.0,M,W,Westminster,CO,False,attack,Not fleeing,False,Adult,2017,9,5
shot,unarmed,39.0,M,W,Lexington,SC,False,other,Foot,False,Adult,2017,9,5
shot,gun,34.0,M,W,Tiffin,OH,False,attack,Not fleeing,False,Youth,2017,9,5
shot,toy weapon,36.0,M,W,Brighton Township,MI,True,attack,Not fleeing,False,Adult,2017,9,5
shot,knife,24.0,M,B,Portland,OR,True,other,Foot,False,Youth,2017,10,5
shot,gun,50.0,F,B,St. Louis,MO,False,attack,Not fleeing,False,Adult,2017,10,5
shot and Tasered,undetermined,50.0,M,W,Barona Indian Reservation,CA,False,other,Car,False,Adult,2017,10,5
shot,gun,35.0,M,H,Arlington,TX,False,attack,Not fleeing,False,Adult,2017,11,5
shot and Tasered,knife,51.0,M,B,Philadelphia,PA,False,other,Not fleeing,False,Senior Citizen,2017,12,5
shot,gun,30.0,M,W,Billings,MT,True,attack,Not fleeing,False,Youth,2017,12,5
shot,unarmed,35.0,M,W,Baldwin County,AL,False,other,Not fleeing,False,Adult,2017,12,5
shot,gun,46.0,M,W,Jupiter,FL,False,attack,Car,False,Adult,2017,12,5
shot,gun,37.0,M,W,West Allis,WI,False,attack,Foot,False,Adult,2017,13,5
shot,gun,41.0,M,B,Columbia,MO,False,attack,Not fleeing,False,Adult,2017,13,5
shot,gun,41.0,M,H,Kingman,AZ,False,attack,Car,False,Adult,2017,14,5
shot,gun,48.0,M,W,Pulaski,VA,True,attack,Not fleeing,False,Adult,2017,14,5
shot,gun,27.0,F,B,Phoenix,AZ,False,other,Not fleeing,False,Youth,2017,15,5
shot,gun,29.0,M,B,Richmond,VA,False,other,Not fleeing,False,Youth,2017,15,5
shot,gun,47.0,M,W,Johnson City,TN,True,attack,Other,False,Adult,2017,15,5
shot,undetermined,35.0,M,W,Long Beach,CA,False,attack,Other,False,Adult,2017,15,5
shot,knife,34.0,M,H,Del Mar,CA,True,attack,Foot,False,Youth,2017,15,5
shot,crossbow,48.0,M,W,Wewoka,OK,False,attack,Not fleeing,False,Adult,2017,15,5
shot,gun,41.0,F,W,Washington,DC,False,attack,Not fleeing,False,Adult,2017,16,5
shot,knife,25.0,M,B,Tempe,AZ,False,other,Not fleeing,False,Youth,2017,16,5
shot,gun,24.0,M,H,Tustin,CA,True,attack,Not fleeing,False,Youth,2017,16,5
shot,gun,38.0,M,W,Three Forks,MT,False,attack,Car,False,Adult,2017,16,5
shot,undetermined,28.0,M,W,Arlington,VA,False,attack,Car,False,Youth,2017,17,5
shot,fireworks,47.0,M,W,Lower Mount Bethel,PA,True,other,Not fleeing,False,Adult,2017,20,5
shot,gun,65.0,M,W,Belgrade,ME,False,attack,Not fleeing,False,Senior Citizen,2017,20,5
shot,toy weapon,58.0,M,W,Pleasanton,CA,True,attack,Not fleeing,True,Senior Citizen,2017,20,5
shot,gun,33.0,M,B,Appleton,WI,False,attack,Not fleeing,False,Youth,2017,21,5
shot,gun,43.0,M,W,Allentown,PA,False,attack,Car,False,Adult,2017,21,5
shot,unarmed,24.0,M,B,Converse,LA,False,attack,Not fleeing,False,Youth,2017,21,5
shot,unarmed,37.0,M,H,Orlando,FL,False,attack,Not fleeing,False,Adult,2017,21,5
shot,knife,31.0,M,W,Mountain Home,ID,False,attack,Not fleeing,False,Youth,2017,22,5
shot and Tasered,gun,21.0,M,H,Glendale,AZ,False,attack,Other,False,Teenage,2017,23,5
shot,gun,65.0,M,W,Pahrump,NV,False,attack,Not fleeing,False,Senior Citizen,2017,23,5
shot,gun,59.0,M,W,San Francisco,CA,False,other,Not fleeing,False,Senior Citizen,2017,23,5
shot,gun,72.0,M,W,Knoxville,TN,False,attack,Not fleeing,False,Senior Citizen,2017,23,5
shot,unarmed,24.0,M,W,Canton,OH,True,attack,Not fleeing,True,Youth,2017,24,5
shot,gun,35.0,M,H,Los Angeles,CA,False,attack,Not fleeing,False,Adult,2017,24,5
shot,gun,23.0,M,W,Fairbanks,AK,False,attack,Car,False,Youth,2017,25,5
shot,unarmed,59.0,M,H,San Rafael,NM,False,undetermined,Not fleeing,False,Senior Citizen,2017,26,5
shot,gun,33.0,M,W,St. Louis,MO,True,attack,Not fleeing,False,Youth,2017,26,5
shot,toy weapon,34.0,M,W,Tucson,AZ,True,attack,Not fleeing,False,Youth,2017,26,5
shot,undetermined,30.0,M,W,Oneida,TN,False,other,Car,False,Youth,2017,27,5
shot,gun,30.0,M,W,Austell,GA,False,attack,Not fleeing,False,Youth,2017,27,5
shot,gun,35.0,M,W,Miami,FL,False,attack,Car,False,Adult,2017,28,5
shot,gun,22.0,M,B,Cary,NC,False,attack,Not fleeing,False,Youth,2017,28,5
shot and Tasered,ax,35.0,M,W,San Jose,CA,True,other,Not fleeing,False,Adult,2017,28,5
shot,gun,37.0,M,W,Arundel,ME,False,other,Not fleeing,False,Adult,2017,29,5
shot,undetermined,20.0,M,H,Vacaville,CA,False,attack,Car,True,Teenage,2017,29,5
shot,gun,62.0,M,W,Gerrardstown,WV,True,attack,Not fleeing,False,Senior Citizen,2017,29,5
shot,gun,18.0,M,H,Salt Lake City,UT,False,attack,Car,False,Teenage,2017,30,5
shot,undetermined,24.0,M,W,Hesperia,CA,False,attack,Not fleeing,False,Youth,2017,31,5
shot,gun,17.0,M,W,Centennial,CO,False,other,Other,False,Teenage,2017,31,5
shot,gun,27.0,M,H,Las Vegas,NV,True,attack,Not fleeing,False,Youth,2017,1,6
shot,undetermined,51.0,M,W,Yulee,FL,False,attack,Car,False,Senior Citizen,2017,2,6
shot,gun,29.0,M,B,Abbeville,AL,False,attack,Not fleeing,False,Youth,2017,2,6
shot,unarmed,34.0,M,B,Petal,MS,False,attack,Not fleeing,False,Youth,2017,2,6
shot,gun,18.0,M,A,Tulsa,OK,False,attack,Foot,False,Teenage,2017,2,6
shot,gun,17.0,M,B,Chicago,IL,False,attack,Not fleeing,False,Teenage,2017,2,6
shot,gun,55.0,M,H,Laredo,TX,False,attack,Not fleeing,False,Senior Citizen,2017,2,6
shot,gun,44.0,M,W,Avondale,AZ,False,attack,Not fleeing,False,Adult,2017,3,6
shot,gun,27.0,M,W,Callahan,FL,False,attack,Not fleeing,False,Youth,2017,4,6
shot,gun,66.0,M,W,Campo,CA,True,attack,Not fleeing,False,Senior Citizen,2017,4,6
shot,gun,45.0,M,W,Bardstown,KY,False,attack,Car,False,Adult,2017,5,6
shot,gun,47.0,M,B,Miami,FL,False,other,Not fleeing,False,Adult,2017,5,6
shot,gun,34.0,M,W,Lakes Wales,FL,False,attack,Other,False,Youth,2017,5,6
shot,gun,37.0,M,B,Gonzales County,TX,False,other,Not fleeing,False,Adult,2017,5,6
shot,gun,54.0,M,W,Orrington,ME,False,attack,Not fleeing,False,Senior Citizen,2017,6,6
shot,gun,50.0,M,W,Vancouver,WA,False,attack,Car,False,Adult,2017,6,6
shot,gun,21.0,M,H,Fresno,CA,False,attack,Not fleeing,True,Teenage,2017,7,6
shot,gun,21.0,M,W,St. Louis,MO,False,attack,Not fleeing,False,Teenage,2017,7,6
shot,gun,35.0,M,W,Dundalk,MD,False,attack,Not fleeing,True,Adult,2017,7,6
shot,gun,72.0,M,W,Hudson,NC,True,attack,Not fleeing,False,Senior Citizen,2017,7,6
shot,gun,33.0,F,W,Long Beach,CA,False,attack,Not fleeing,False,Youth,2017,8,6
shot,gun,45.0,M,H,Bakersfield,CA,False,attack,Not fleeing,False,Adult,2017,8,6
shot and Tasered,unarmed,30.0,M,B,Philadelphia,PA,False,other,Foot,False,Youth,2017,8,6
shot,gun,48.0,M,W,Loveland,CO,False,attack,Not fleeing,False,Adult,2017,8,6
shot,gun,58.0,M,W,Roland,OK,True,attack,Not fleeing,False,Senior Citizen,2017,8,6
shot and Tasered,knife,29.0,M,B,Tulsa,OK,True,other,Not fleeing,False,Youth,2017,9,6
shot,gun,44.0,M,H,Lyons,IL,False,attack,Car,False,Adult,2017,9,6
shot,gun,72.0,M,W,Miami,FL,True,attack,Not fleeing,False,Senior Citizen,2017,9,6
shot,knife,25.0,M,O,Auburn,WA,False,other,Car,False,Youth,2017,10,6
shot,gun,53.0,M,W,North English,IA,False,other,Not fleeing,False,Senior Citizen,2017,10,6
shot,knife,60.0,M,W,Abilene,TX,True,other,Not fleeing,False,Senior Citizen,2017,10,6
shot,undetermined,19.0,M,B,Milwaukee,WI,False,other,Car,False,Teenage,2017,11,6
shot and Tasered,knife,45.0,M,H,Selma,CA,False,other,Not fleeing,False,Adult,2017,12,6
shot,gun,63.0,M,H,Plano,TX,False,attack,Not fleeing,False,Senior Citizen,2017,12,6
shot,gun,50.0,M,W,Trosper,KY,False,attack,Not fleeing,False,Adult,2017,12,6
shot,gun,35.0,M,W,Cade,LA,False,other,Not fleeing,False,Adult,2017,12,6
shot,gun,24.0,M,W,Jerseyville,IL,False,attack,Foot,False,Youth,2017,13,6
shot,gun,36.0,M,W,Hampton,NH,False,other,Not fleeing,False,Adult,2017,13,6
shot,gun,35.0,M,B,Baton Rouge,LA,False,other,Not fleeing,False,Adult,2017,13,6
shot,gun,33.0,M,B,St Louis,MO,False,attack,Not fleeing,False,Youth,2017,13,6
shot and Tasered,pen,20.0,M,A,Burien,WA,False,attack,Not fleeing,False,Teenage,2017,14,6
shot,gun,66.0,M,W,Alexandria,VA,False,attack,Not fleeing,False,Senior Citizen,2017,14,6
shot,knife,54.0,M,W,Somerville,TN,True,other,Not fleeing,False,Senior Citizen,2017,14,6
shot,gun,40.0,M,W,Newton,NH,False,undetermined,Car,False,Adult,2017,15,6
shot,gun,41.0,M,W,Water Valley,MS,False,attack,Car,False,Adult,2017,16,6
shot,gun,30.0,M,H,Rialto,CA,False,other,Not fleeing,True,Youth,2017,16,6
shot,machete,32.0,M,H,Madera,CA,True,other,Not fleeing,False,Youth,2017,16,6
shot,unarmed,24.0,F,W,Water Valley,MS,False,other,Car,False,Youth,2017,16,6
shot,gun,37.0,M,W,Antioch,CA,False,other,Foot,False,Adult,2017,16,6
shot,undetermined,28.0,F,H,Montebello,CA,False,other,Not fleeing,False,Youth,2017,17,6
shot,gun,48.0,M,W,Rapid City,SD,False,attack,Not fleeing,False,Adult,2017,17,6
shot,knife,30.0,F,B,Seattle,WA,True,other,Not fleeing,False,Youth,2017,18,6
shot,gun,64.0,M,W,Waukesha,WI,True,other,Not fleeing,False,Senior Citizen,2017,18,6
shot,gun,21.0,M,N,Fairbanks,AK,True,attack,Foot,False,Teenage,2017,19,6
shot,gun,28.0,M,W,Dallas,TX,False,other,Not fleeing,False,Youth,2017,19,6
shot and Tasered,knife,28.0,M,H,Las Vegas,NV,False,other,Not fleeing,True,Youth,2017,20,6
shot,toy weapon,36.0,M,H,South Gate,CA,False,attack,Other,False,Adult,2017,20,6
shot,gun,40.0,M,W,Franklin,TN,False,attack,Car,False,Adult,2017,20,6
shot,gun,32.0,M,W,St. Clair Township,OH,True,attack,Other,False,Youth,2017,20,6
shot,gun,50.0,M,W,Lehigh,KS,True,other,Not fleeing,False,Adult,2017,20,6
shot,undetermined,33.0,M,W,Nevada,MO,False,undetermined,Car,False,Youth,2017,21,6
shot,knife,37.0,M,H,Millerton,OK,False,other,Not fleeing,False,Adult,2017,21,6
shot,unarmed,17.0,M,H,Palmdale,CA,False,other,Not fleeing,False,Teenage,2017,22,6
shot,gun,20.0,M,H,Hollywood Hills,CA,False,attack,Not fleeing,False,Teenage,2017,23,6
shot,undetermined,34.0,M,H,Phoenix,AZ,False,attack,Car,False,Youth,2017,23,6
shot,gun,37.0,M,W,Florence,OR,True,attack,Car,False,Adult,2017,24,6
shot,undetermined,24.0,M,W,Deer Park,AL,False,other,Not fleeing,False,Youth,2017,24,6
shot,gun,47.0,M,W,Tulsa,OK,False,attack,Foot,False,Adult,2017,24,6
shot,undetermined,20.0,M,B,Kent,WA,False,other,Car,False,Teenage,2017,24,6
shot,gun,56.0,M,B,North Charleston,SC,False,undetermined,Foot,False,Senior Citizen,2017,25,6
shot,gun,24.0,M,B,Oklahoma City,OK,False,attack,Not fleeing,True,Youth,2017,25,6
shot,gun,47.0,M,W,Phoenix,AZ,False,attack,Not fleeing,False,Adult,2017,25,6
shot,gun,56.0,M,W,Las Vegas,NV,False,attack,Not fleeing,True,Senior Citizen,2017,25,6
shot,gun,36.0,M,H,Rowe,NM,True,attack,Not fleeing,False,Adult,2017,26,6
shot and Tasered,gun,35.0,M,H,Amarillo,TX,False,attack,Foot,False,Adult,2017,27,6
shot,gun,35.0,M,W,Los Angeles,CA,True,attack,Not fleeing,True,Adult,2017,28,6
shot,screwdriver,37.0,M,B,Nashville,TN,False,attack,Not fleeing,False,Adult,2017,28,6
